energy_MeV,intensity
1.599657058715820312e+01,6.154309213161468506e-02
1.579437255859375000e+01,6.116191297769546509e-02
1.560000038146972656e+01,6.115079298615455627e-02
1.541299915313720703e+01,6.131471693515777588e-02
1.523293876647949219e+01,6.101887300610542297e-02
1.505941963195800781e+01,6.058082729578018188e-02
1.489206218719482422e+01,5.965955927968025208e-02
1.473051357269287109e+01,5.844998359680175781e-02
1.457444095611572266e+01,5.729305371642112732e-02
1.442353057861328125e+01,5.591105669736862183e-02
1.427749061584472656e+01,5.446299910545349121e-02
1.413604736328125000e+01,5.308964103460311890e-02
1.399894237518310547e+01,5.137035623192787170e-02
1.386593341827392578e+01,4.977080971002578735e-02
1.373678970336914062e+01,4.712592810392379761e-02
1.361130237579345703e+01,4.423938691616058350e-02
1.348927021026611328e+01,4.113476350903511047e-02
1.337050151824951172e+01,3.829272091388702393e-02
1.325482368469238281e+01,3.627587854862213135e-02
1.314206886291503906e+01,3.475503996014595032e-02
1.303208160400390625e+01,3.355775773525238037e-02
1.292471599578857422e+01,3.228778392076492310e-02
1.281983566284179688e+01,3.008727356791496277e-02
1.271730899810791016e+01,2.778517827391624451e-02
1.261701679229736328e+01,2.503039501607418060e-02
1.251884460449218750e+01,2.247303724288940430e-02
1.242268371582031250e+01,2.038291841745376587e-02
1.232843780517578125e+01,1.863973401486873627e-02
1.223600959777832031e+01,1.733056269586086273e-02
1.214531135559082031e+01,1.607311144471168518e-02
1.205625724792480469e+01,1.490556355565786362e-02
1.196877288818359375e+01,1.385012920945882797e-02
1.188278293609619141e+01,1.275236811488866806e-02
1.179821872711181641e+01,1.193557772785425186e-02
1.171501350402832031e+01,1.109813712537288666e-02
1.163310813903808594e+01,1.031121984124183655e-02
1.155244445800781250e+01,9.658254683017730713e-03
1.147296905517578125e+01,8.703053928911685944e-03
1.139462852478027344e+01,7.525968365371227264e-03
1.131737804412841797e+01,6.080427207052707672e-03
1.124117088317871094e+01,4.642552230507135391e-03
1.116596508026123047e+01,3.503036918118596077e-03
1.109172058105468750e+01,2.684948965907096863e-03
1.101840114593505859e+01,2.218235749751329422e-03
1.094596862792968750e+01,2.042207401245832443e-03
1.087439346313476562e+01,1.968071330338716507e-03
1.080364131927490234e+01,1.872788532637059689e-03
1.073368358612060547e+01,1.603032462298870087e-03
1.066449165344238281e+01,1.245865016244351864e-03
1.059604167938232422e+01,9.273172472603619099e-04
1.052830600738525391e+01,6.771860644221305847e-04
1.046126365661621094e+01,4.862817877437919378e-04
1.039489078521728516e+01,5.052208434790372849e-04
1.032916736602783203e+01,5.241559701971709728e-04
1.026407527923583984e+01,5.839772638864815235e-04
1.019959354400634766e+01,6.175425369292497635e-04
1.013570499420166016e+01,6.106292130425572395e-04
1.007239437103271484e+01,5.077770911157131195e-04
1.000964450836181641e+01,3.324135032016783953e-04
9.947442054748535156e+00,1.837400050135329366e-04
9.885774612426757812e+00,7.970510341692715883e-05
9.824624061584472656e+00,5.862611033080611378e-06
9.763981819152832031e+00,0.000000000000000000e+00
9.703833580017089844e+00,0.000000000000000000e+00
9.644169807434082031e+00,0.000000000000000000e+00
9.584979057312011719e+00,3.182755244779400527e-05
9.526252746582031250e+00,8.864270057529211044e-05
9.467979431152343750e+00,1.863419020082801580e-04
9.410150527954101562e+00,2.967271138913929462e-04
9.352756500244140625e+00,3.795744269154965878e-04
9.295790672302246094e+00,3.923574695363640785e-04
9.239244461059570312e+00,3.302595578134059906e-04
9.183109283447265625e+00,2.276742015965282917e-04
9.127380371093750000e+00,1.290401269216090441e-04
9.072050094604492188e+00,8.108397742034867406e-05
9.017109870910644531e+00,9.136314474744722247e-05
8.962556838989257812e+00,1.653999497648328543e-04
8.908382415771484375e+00,2.627460053190588951e-04
8.854580879211425781e+00,3.407360345590859652e-04
8.801149368286132812e+00,3.643289383035153151e-04
8.748080253601074219e+00,3.295487549621611834e-04
8.695369720458984375e+00,2.531924401409924030e-04
8.643013954162597656e+00,2.245550713269039989e-04
8.591007232666015625e+00,3.213626041542738676e-04
8.539343833923339844e+00,6.477088318206369877e-04
8.488019943237304688e+00,1.128443516790866852e-03
8.437033653259277344e+00,1.670695841312408447e-03
8.386380195617675781e+00,2.173042157664895058e-03
8.336054801940917969e+00,2.561684697866439819e-03
8.286054611206054688e+00,2.824463881552219391e-03
8.236376762390136719e+00,3.117106854915618896e-03
8.187015533447265625e+00,3.529510693624615669e-03
8.137969970703125000e+00,3.853955538943409920e-03
8.089236259460449219e+00,4.068345762789249420e-03
8.040809631347656250e+00,4.137631971389055252e-03
7.992690563201904297e+00,4.188677761703729630e-03
7.944872379302978516e+00,4.196675028651952744e-03
7.897355556488037109e+00,4.209253471344709396e-03
7.850134849548339844e+00,4.295903258025646210e-03
7.803209781646728516e+00,4.407129716128110886e-03
7.756575584411621094e+00,4.346139729022979736e-03
7.710230827331542969e+00,4.547483753412961960e-03
7.664174079895019531e+00,4.894011188298463821e-03
7.618400573730468750e+00,5.580107681453227997e-03
7.572909832000732422e+00,6.253225728869438171e-03
7.527699470520019531e+00,6.636403501033782959e-03
7.482766151428222656e+00,6.478600203990936279e-03
7.438108444213867188e+00,5.798565689474344254e-03
7.393724441528320312e+00,4.844291135668754578e-03
7.349610805511474609e+00,4.012198653072118759e-03
7.305767536163330078e+00,3.234064206480979919e-03
7.262190341949462891e+00,2.768792444840073586e-03
7.218879222869873047e+00,2.554271835833787918e-03
7.175830841064453125e+00,2.587985945865511894e-03
7.133043766021728516e+00,2.850944641977548599e-03
7.090517044067382812e+00,3.078208770602941513e-03
7.048247337341308594e+00,3.046912141144275665e-03
7.006233692169189453e+00,2.768823178485035896e-03
6.964473247528076172e+00,2.283077687025070190e-03
6.922966480255126953e+00,1.745048095472157001e-03
6.881709098815917969e+00,1.290906453505158424e-03
6.840701103210449219e+00,1.036636298522353172e-03
6.799940109252929688e+00,9.809312177821993828e-04
6.759424686431884766e+00,1.070154947228729725e-03
6.719153881072998047e+00,1.244536717422306538e-03
6.679124832153320312e+00,1.401319284923374653e-03
6.639335632324218750e+00,1.440060441382229328e-03
6.599785804748535156e+00,1.496530836448073387e-03
6.560473918914794922e+00,1.779698766767978668e-03
6.521397590637207031e+00,2.288350369781255722e-03
6.482555866241455078e+00,3.122120397165417671e-03
6.443946838378906250e+00,4.034742247313261032e-03
6.405570507049560547e+00,4.710962064564228058e-03
6.367422103881835938e+00,5.148498341441154480e-03
6.329503536224365234e+00,5.311359651386737823e-03
6.291811943054199219e+00,5.527848843485116959e-03
6.254345893859863281e+00,5.898514762520790100e-03
6.217103004455566406e+00,6.357848644256591797e-03
6.180083751678466797e+00,7.201933767646551132e-03
6.143285751342773438e+00,7.857635617256164551e-03
6.106708049774169922e+00,8.712861686944961548e-03
6.070348262786865234e+00,9.765567258000373840e-03
6.034205913543701172e+00,1.102104131132364273e-02
5.998280525207519531e+00,1.231482718139886856e-02
5.962568283081054688e+00,1.343960408121347427e-02
5.927070140838623047e+00,1.407094392925500870e-02
5.891784191131591797e+00,1.412128284573554993e-02
5.856708049774169922e+00,1.347710750997066498e-02
5.821841716766357422e+00,1.282480545341968536e-02
5.787182807922363281e+00,1.213980931788682938e-02
5.752731800079345703e+00,1.155494060367345810e-02
5.718484878540039062e+00,1.109623163938522339e-02
5.684443950653076172e+00,1.094091963022947311e-02
5.650605201721191406e+00,1.144248992204666138e-02
5.616968154907226562e+00,1.311838161200284958e-02
5.583531856536865234e+00,1.615276373922824860e-02
5.550294876098632812e+00,2.010917663574218750e-02
5.517256259918212891e+00,2.407332696020603180e-02
5.484413623809814453e+00,2.695311792194843292e-02
5.451768398284912109e+00,2.832791209220886230e-02
5.419315814971923828e+00,2.867122739553451538e-02
5.387057781219482422e+00,2.848664298653602600e-02
5.354992389678955078e+00,2.874920144677162170e-02
5.323117256164550781e+00,2.954266965389251709e-02
5.291432380676269531e+00,3.074971958994865417e-02
5.259936332702636719e+00,3.224359825253486633e-02
5.228627204895019531e+00,3.377720713615417480e-02
5.197505474090576172e+00,3.500751778483390808e-02
5.166569232940673828e+00,3.560397401452064514e-02
5.135817050933837891e+00,3.547028824687004089e-02
5.105247974395751953e+00,3.516880795359611511e-02
5.074860572814941406e+00,3.488234058022499084e-02
5.044653892517089844e+00,3.524812310934066772e-02
5.014627456665039062e+00,3.627499192953109741e-02
4.984780311584472656e+00,3.774806484580039978e-02
4.955111026763916016e+00,3.905586525797843933e-02
4.925617694854736328e+00,3.978687152266502380e-02
4.896300315856933594e+00,3.998366743326187134e-02
4.867157936096191406e+00,3.999226912856101990e-02
4.838188648223876953e+00,3.976275399327278137e-02
4.809391975402832031e+00,3.955650702118873596e-02
4.780766487121582031e+00,3.895594179630279541e-02
4.752312660217285156e+00,3.767284750938415527e-02
4.724026203155517578e+00,3.565078601241111755e-02
4.695909023284912109e+00,3.376945108175277710e-02
4.667959213256835938e+00,3.247566148638725281e-02
4.640176773071289062e+00,3.210645541548728943e-02
4.612558841705322266e+00,3.229265660047531128e-02
4.585104942321777344e+00,3.296300396323204041e-02
4.557816028594970703e+00,3.341598436236381531e-02
4.530687808990478516e+00,3.373105078935623169e-02
4.503721714019775391e+00,3.432438522577285767e-02
4.476916313171386719e+00,3.521463274955749512e-02
4.450271129608154297e+00,3.593029826879501343e-02
4.423783779144287109e+00,3.629760816693305969e-02
4.397453308105468750e+00,3.555948287248611450e-02
4.371280670166015625e+00,3.378765657544136047e-02
4.345263957977294922e+00,3.127655759453773499e-02
